PWSID,sys_name,agency,county,service_cxns_update,DAC_status,survey_start,survey_submit,survey1A_start,survey1A_submitted,app_started,app_complete,program_need_update,contact_priority,opp_contact_date,follow_up_date,total_arr_reported,ac_name_update,ac_email_update,ac_phone_update,agg_reporting,agg_PWSID,umbrella_org,survey_PWSIDs,TA_requested,reporter_name,reporter_email,reporter_phone
CA3100011,AUBURN VALLEY COMMUNITY SERVICE DIS,LPA61 - PLACER COUNTY,PLACER,119,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,JIM LEIDIGH,jleidighavcsd@gmail.com,530-269-1668,NA,NA,NA,NA,Y,Shane Burr,scburr2000@yahoo.com,(530) 277-2770
CA0900300,KYBURZ MUTUAL WATER COMPANY,LPA39 - EL DORADO COUNTY,EL DORADO,118,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JIM SLAIGHT,JIMSL8@ATT.NET,530-293-3310,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA3400172,TOKAY PARK WATER CO,LPA64 - SACRAMENTO COUNTY,SACRAMENTO,190,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,CURTIS KIRBY,tokaywater1@att.net,916-388-1860,NA,NA,NA,NA,NA,NA,NA,NA
CA5410048,PORTERVILLE-JONES CORNER,DISTRICT 24 - TULARE,TULARE,118,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,MICHAEL KNIGHT,mknight@ci.porterville.ca.us,559-782-7580,NA,NA,NA,NA,Y,David Payne,dpayne@ci.porterville.ca.us,(559) 782-7514
CA1500478,"VALLEY ESTATES POA, INC.",DISTRICT 19 - TEHACHAPI,KERN,117,Missing,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MIKE HIGGINS,VALLEYESTATES@MCHSI.COM,760-378-1028,NA,NA,NA,NA,NA,Mike Higgins,valleyestates@mchsi.com,760 378-1028
CA3301577,CSA 62,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,117,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,STEVE JONES,shjones@rivco.org,760-922-4909,NA,NA,NA,NA,NA,Steve Jones,SHJONES@RIVCOEDA.ORG,760-227-3203
CA4900548,HOLLAND HEIGHTS MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,SONOMA,117,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MIKE CHIRHART,mike.chirhart@comcast.net,707-545-5883,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA4200807,WOODSTOCK RANCH,LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,117,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,STEFAN ANDERSON,woodstocksantaynez@outlook.com,805-876-5512,NA,NA,NA,NA,NA,David Mexico,dmex8558@hwy246.net,NA
CA4300516,ALDERCROFT HEIGHTS COUNTY WATER DISTRICT,DISTRICT 17 - SANTA CLARA,SANTA CLARA,116,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MELISSA ZENDER,jandmzender@gmail.com; aldercroft.hcwd@gmail.com,408-353-4255,NA,NA,NA,NA,NA,Miles Farmer,milescfarmer@yahoo.com,(831) 920-6796
CA2900523,WASHINGTON WATER DISTRICT,LPA59 - NEVADA COUNTY,NEVADA,219,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,11881.86,TINA JACKSON,washingtoncowtr@gmail.com,530-265-4720,NA,NA,NA,NA,Y,Kym Johnson,wcwcbookkeeper@gmail.com,(253) 722-3044
CA3301107,CARVER TRACT MUTUAL WATER COMP,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,188,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,DEE RODRIGUEZ,carvertractmutual@live.com,760-342-6266,NA,NA,NA,NA,NA,NA,NA,NA
CA3500509,TRES PINOS CWD,DISTRICT 05 - MONTEREY,SAN BENITO,113,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,GABBY O'DONOGHUE,trespinoscwd@razzolink.com,831-628-3319,NA,NA,NA,NA,NA,Jean Thompson,jthompson@rcac.org,916-207-8814
CA4300771,NEW AVENUE MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,SANTA CLARA,113,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MIKE DIPIETRO,MikeDiPietro@aol.com,408-391-5094,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA4900570,PALOMINO LAKES MUTUAL WATER CO.,DISTRICT 18 - SONOMA,SONOMA,113,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,DAVID TABER,david@taberconsulting.com,650-326-2626,NA,NA,NA,NA,NA,David Taber,david@taberconsulting.com,(650) 326-2626
CA5500104,CASCADE ESTATES,DISTRICT 11 - MERCED,TUOLUMNE,113,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,PHIL HOON,pahoon10@gmail.com,415-927-9013,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA5700615,YOLO CO HOUSING AUTHORITY-EL RIO VILLA,LPA87 - YOLO COUNTY,YOLO,113,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRED ICHTERTZ,fichtertz@ych.ca.gov,707-678-7240,NA,NA,NA,NA,Y,Mary Kirlin,mkirlin@ych.ca.gov,530-662-5428
CA3600260,SMILEY PARK COUNTRY CLUB,LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,112,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MAUREEN MCCORMICK,cicmanagement@aol.com,909-481-8540,NA,NA,NA,NA,NA,Jeff Thompson,jthompso987@verizon.net,909-867-3936
CA4500013,LAKESIDE WOODS MUTUAL WATER CO,LPA75 - SHASTA COUNTY,SHASTA,112,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MICHELLE LUNDQUIST,mlundquist@covariant.com,530-440-5159,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA0510019,CCWD - WALLACE,DISTRICT 10 - STOCKTON,CALAVERAS,111,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,JESSE HAMPTON,jesseh@ccwd.org,209-754-3316,NA,NA,NA,NA,NA,Jesse Hampton,jesseh@ccwd.org,209-754-3316
CA1500251,RIVERKERN MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,KERN,111,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOBIN JOSIF,tjosif@me.com,760-376-1229,NA,CA1910050,NA,NA,NA,NA,NA,NA
CA1400005,OWENS VALLEY WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,INYO,111,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,LINDAREA GOLDSTEIN,owensvalleywaterco@gmail.com,818-219-1474,NA,NA,NA,NA,NA,Caleb Kile,kilesh2operations@gmail.com,NA
CA4600018,SIERRAVILLE P.U.D.,DISTRICT 02 - LASSEN,SIERRA,111,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,LEE WRIGHT,landswright@digitalpath.net,530-287-3223,NA,NA,NA,NA,NA,Paul Rose,paul@rosewatersystem.com,775-530-7266
CA4900798,"MOUNTAIN VIEW MOBILE ESTATES, LLC",DISTRICT 18 - SONOMA,SONOMA,111,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,WILLIAM FEENEY,bill.feeney@mhinvestors.com,949-673-3652,NA,NA,NA,NA,NA,Christabel Rico,Christabel@weeksdrilling.com,(707) 823-3184
CA3700859,RANCHO DEL CAMPO WATER SYSTEM,LPA67 - SAN DIEGO COUNTY,SAN DIEGO,110,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,3870.64,"KYEHEE ""KAY"" KIM",kyehee.kim@sdcounty.ca.gov,858-694-3921,NA,NA,NA,NA,NA,Arlene Basilio,arlene.basilio@sdcounty.ca.gov,619-609-3262
CA4900612,HEIGHTS MUTUAL WATER COMPANY,DISTRICT 18 - SONOMA,SONOMA,110,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,RITAMARIE MILLER,ritamarie@sonic.net,707-322-8720,NA,NA,NA,NA,NA,James Dunton,rruwater@sonic.net,707-887-7735
CA3700909,JULIAN COMMUNITY SERVICES DISTRICT,DISTRICT 14 - SAN DIEGO,SAN DIEGO,183,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,DONNA SINEMA,office@juliancsd.org,760-765-0483,NA,NA,NA,NA,NA,NA,NA,NA
CA4400571,DAVENPORT COUNTY SANITATION,DISTRICT 05 - MONTEREY,SANTA CRUZ,108,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,BEATRIZ BARRANCO,beatriz.barranco@santacruzcounty.us,831-454-3945,NA,NA,NA,NA,NA,Isaac Bojorquez,isaac.bojorquez@santacruzcounty.us,NA
CA3900805,MOREHEAD PARK,LPA69 - SAN JOAQUIN COUNTY,SAN JOAQUIN,108,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MOREPARK PROPERTIES LP,jefroe8271@yahoo.com,415-464-0691,NA,NA,NA,NA,NA,Jeffrey Roe,jefroe8271@yahoo.com,415-464-0691
CA4500007,VERDE VALE WATER COMPANY,LPA75 - SHASTA COUNTY,SHASTA,108,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,WILLIAM HEFFNER,Heffnerwf@hotmail.com,530-364-2106,NA,NA,NA,NA,NA,William Heffner,Heffnerwf@hotmail.com,NA
CA4900536,OCCIDENTAL COMMUNITY SERVICES DISTRICT,DISTRICT 18 - SONOMA,SONOMA,108,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MELISSA FREEMAN,melissa@melissafreeman.com,707-953-4314,NA,NA,NA,NA,NA,James Dunton,rruwater@sonic.net,707-887-7735
CA0800532,BIG ROCK C.S.D.,DISTRICT 01 - KLAMATH,DEL NORTE,107,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MIKE WYLIE,mdwinca@juno.com,707-464-0253,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA4000523,S & T MUTUAL WATER COMPANY,LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,179,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,CHARLIE COTE,stmutualwater@gmail.com; charlie@barncatservices.com,805-316-0640,NA,NA,NA,NA,NA,NA,NA,NA
CA1000054,LAS DELTAS MUTUAL WATER SYSTEM,DISTRICT 23 - FRESNO,FRESNO,107,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,BROOKE MELLO,ablpamello@yahoo.com,209-632-5750,NA,NA,NA,NA,NA,Brooke Mello,ablpamello@yahoo.com,209-632-5750
CA1500231,VICTORY MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,KERN,173,NA,N,N,Yes,No,NA,NA,NA,2,10/8/2021,NA,NA,BILL WHITE,0,661-366-2625,NA,NA,NA,NA,NA,NA,NA,NA
CA2600538,LOWER ROCK CREEK MUTUAL WATER CO.,LPA56 - MONO COUNTY,MONO,107,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,CLIFFORD BESHERS,clifford.beshers@gmail.com,760-387-0070,NA,NA,NA,NA,NA,Cifford Beshers,lowerrockcreekmwc@gmail.com,406-318-9673
CA2701929,COUNTRY MEADOWS MWC,LPA57 - MONTEREY COUNTY,MONTEREY,107,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,TINA DING,tding@calwater.com,408-367-8238,NA,CA1910050,NA,NA,NA,NA,NA,NA
CA0707573,DELTA MUTUAL WATER COMPANY,LPA37 - CONTRA COSTA COUNTY,CONTRA COSTA,106,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,CONNIE SKOOG,cmskoog@gmail.com,925-420-6260,NA,NA,NA,NA,NA,Casey Wichert,casey.wichert@gmail.com,209.483.5525
CA5500080,TWAIN HARTE VALLEY MWC,DISTRICT 11 - MERCED,TUOLUMNE,106,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,CHRIS TROTT,christrott@sbcglobal.net,209-586-0476,NA,NA,NA,NA,NA,Lise lemonnier,lisecl@hotmail.com,209-770-4210
CA1000299,THREE PALMS MOBILEHOME PARK,DISTRICT 23 - FRESNO,FRESNO,105,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,RICHARD TRAVASSOS,Richard@boavidamhp.com,650-520-8855,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA3901216,SANTOS RANCH PWS #5-CSA #35,LPA69 - SAN JOAQUIN COUNTY,SAN JOAQUIN,105,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJC UTILITIES MAINTENANCE DIST,bguzman@sjgov.org,209-468-3090,NA,CA3910002,NA,NA,NA,NA,NA,NA
CA1000078,FCWWD #42/ALLUVIAL & FANCHER,DISTRICT 23 - FRESNO,FRESNO,104,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,CHRIS BUMP,cbump@co.fresno.ca.us,559-600-4482,NA,NA,NA,NA,NA,Julie Zimmer,jzimmer@fresnocountyca.gov,559-600-4481
CA3701408,YUIMA MUNICIPAL WATER DISTRICT,DISTRICT 14 - SAN DIEGO,SAN DIEGO,104,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,AMY REEH,amy@yuimamwd.com,760-742-3704,NA,NA,NA,NA,NA,Amy Reeh,jolyn@yuimamwd.com,760-742-3704
CA5601120,SISAR MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,VENTURA,103,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,ROD THOMPSON,rodthompson1@verizon.net,805-660-2453,NA,NA,NA,NA,NA,Loriann Boon,water.warring@sbcglobal.net,805-524-3267
CA4700523,GRENADA SANITARY DISTRICT,DISTRICT 01 - KLAMATH,SISKIYOU,103,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,PHIL PECK,grenadasanitarydistrict@gmail.com,530-436-2563,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA5401003,EAST OROSI CSD,DISTRICT 24 - TULARE,TULARE,103,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,CARMEN MORENO,jassocarmen75@gmail.com,0,NA,NA,NA,NA,Y,Kayla Vander Schuur,kaylav@selfhelpenterprises.org,(559) 802-1776
CA5601105,FILLMORE IRRIGATION CO,DISTRICT 06 - SANTA BARBARA,VENTURA,171,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,CHRIS WOODARD,ficwoodard@att.net,805-524-1859,NA,NA,NA,NA,NA,NA,NA,NA
CA1200538,MYERS FLAT M.W.S. INC.,DISTRICT 01 - KLAMATH,HUMBOLDT,101,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,16152.9,MARY WHITMORE,myersflatmutualh2o@gmail.com,707-943-1865,NA,NA,NA,NA,Y,Mary Whitmore,myersflatmutualh2o@gmail.com,(7097) 943-1865
CA1800512,CLEAR CREEK CSD-WESTWOOD,DISTRICT 02 - LASSEN,LASSEN,166,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,NICKI MORONEY,cccsdwater@frontiernet.net,530-256-3096,NA,NA,NA,NA,NA,NA,NA,NA
CA2300514,ELK COUNTY WATER DISTRICT,DISTRICT 03 - MENDOCINO,MENDOCINO,101,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,CHARLES ACKER (ECWD),CACKER@MCN.ORG,707-357-1093,NA,NA,NA,NA,NA,Charles Acker,cacker@mcn.org,707-877-1800
CA3100038,HEATHER GLEN COMMUNITY SERVICE DIST,LPA61 - PLACER COUNTY,PLACER,101,SDAC,Y,Y,Yes,No,NA,NA,NA,3,10/8/2021,NA,NA,MAX BAILEY,mlbcreates@gmail.com,530-878-8634,NA,NA,NA,NA,NA,Jean Thompson,jthompson@rcac.org,916-207-8814
CA3100058,DUTCH FLAT MUTUAL,LPA61 - PLACER COUNTY,PLACER,104,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,4244.77,DAVID MINTLINE,davemintline@hotmail.com,530-488-0200,NA,NA,NA,NA,NA,David Mintline,davemintline@hotmail.com,530-488-0200
CA3107339,FOLSOM LAKE MUTUAL WATER CO,LPA61 - PLACER COUNTY,PLACER,101,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,ALAN JOHNSTON,president@flmwc.org,916-316-7933,NA,NA,NA,NA,NA,Alan Johnston,president@flmwc.org,NA
CA4100582,COUNTY SERVICE AREA 11,DISTRICT 17 - SANTA CLARA,SAN MATEO,101,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,ANN STILLMAN,astillman@smcgov.org,650-599-1497,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA1900809,LANDALE MUTUAL WATER COMPANY,LPA49 - LA COUNTY,LOS ANGELES,166,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,FRANK PURCELL,LANDALE1948@GMAIL.COM,661-949-0286,NA,NA,NA,NA,NA,NA,NA,NA
CA2000728,MD 37 LA VINA,LPA50 - MADERA COUNTY,MADERA,100,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARTY DUVALL,Marty.Duvall@madera-county.com,559-675-7811,NA,NA,NA,NA,NA,Chad Brown,chad.brown@co.madera.ca.gov,559-517-7152
CA3700958,LOS TULES MUTUAL WATER COMPANY,LPA67 - SAN DIEGO COUNTY,SAN DIEGO,100,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,CHRISTY PETERSEN,christypetersen56@yahoo.com,760-782-2767,NA,NA,NA,NA,NA,CHRISTY PETERSEN,Lostuleswaterboard@hotmail.com,NA
CA0707569,ANGLERS SUBDIVISION 4,LPA37 - CONTRA COSTA COUNTY,CONTRA COSTA,99,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JODY MAZZARELLA,anglerssub4@sbcglobal.net,925-684-0962,NA,NA,NA,NA,NA,JODY MAZZARELLA,anglerssub4@sbcglobal.net,(925) 684-0962
CA1200518,RIVERSIDE CSD,DISTRICT 01 - KLAMATH,HUMBOLDT,99,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MARK DEKENS,markdek@frontiernet.net,707-499-0120,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA4000506,WOODLAND PARK MUTUAL WATER CO,LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,162,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,GAIL _JOHNSON,wpmwc@AOL.com,805-343-0101,NA,NA,NA,NA,NA,NA,NA,NA
CA5500057,LONG BARN PROPERTY OWNERS,DISTRICT 11 - MERCED,TUOLUMNE,162,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,RALPH FEOLA,maryjo263@yahoo.com,209-586-7441,NA,NA,NA,NA,NA,NA,NA,NA
CA4900543,SONOMA COUNTY CSA 41-SALMON CREEK,DISTRICT 18 - SONOMA,SONOMA,99,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JOHANNES HOEVERTSZ,johannes.hoevertsz@sonoma-county.org,707-565-3580,NA,NA,NA,NA,NA,James Dunton,rruwater@sonic.net,707-887-7735
CA5410036,LSID-STRATHMORE SYSTEM,DISTRICT 12 - VISALIA,TULARE,158,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,CRAIG WALLACE,cwallace@lsid.org,559-562-2581,NA,NA,NA,NA,NA,NA,NA,NA
CA5400728,GRIER MUTUAL WATER COMPANY,DISTRICT 24 - TULARE,TULARE,99,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,HELEN ERB,mtncpl2019@gmail.com,559-542-2204,NA,NA,NA,NA,NA,Kirk Klemcke,kirkklemcke@gmail.com,559-542-2876
CA5403023,DELFT COLONY WATER,DISTRICT 24 - TULARE,TULARE,99,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANDRES PEREZ,aperez3@co.tulare.ca.us,559-624-7191,NA,NA,NA,NA,NA,Andres Perez,APerez3@co.tulare.ca.us,NA
CA1800529,SUSAN HILLS ESTATES WC,DISTRICT 02 - LASSEN,LASSEN,98,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,GREG SELLA,SELLA@CITLINK.NET; gfsella@gmail.com,530-249-1704,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA1900100,METTLER VALLEY MUTUAL,LPA49 - LA COUNTY,LOS ANGELES,98,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEBBIE FARROW,FARROWFOUR@MSN.COM,661-724-3026,NA,NA,NA,NA,Y,Debbie Farrow,farrowfour@msn.com,661-724-3026
CA2210901,MPWD-COULTERVILLE CSA 1,DISTRICT 11 - MERCED,MARIPOSA,98,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,MIKE HEALY,mhealy@mariposacounty.org,209-966-5356,NA,NA,NA,NA,NA,Maria Carlson,maria.carlson@waterboards.ca.gov,559-447-3300
CA3901092,SAN JOAQUIN WATER WORKS #2,LPA69 - SAN JOAQUIN COUNTY,SAN JOAQUIN,98,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJC UTILITIES MAINTENANCE DIST,bguzman@sjgov.org,209-468-3090,NA,CA3910002,NA,NA,NA,NA,NA,NA
CA2701676,SAN LUCAS WD,LPA57 - MONTEREY COUNTY,MONTEREY,98,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,SUSAN MADSON,sanlucaswater@gmail.com,831-382-4410,NA,NA,NA,NA,NA,Miles Farmer,milescfarmer@yahoo.com,(831) 920-6796
CA5400710,BADGER HILL ESTATES,DISTRICT 24 - TULARE,TULARE,98,Non-DAC,Y,Y,Yes,Yes,NA,NA,NA,3,10/8/2021,NA,NA,KENT MCNIECE,bhamwc@gmail.com,559-592-5939,NA,NA,NA,NA,NA,CWS STAFF,lballing@calh2o.com,559-935-2300
CA0400013,MERRY MOUNTAIN MUTUAL,LPA34 - BUTTE COUNTY,BUTTE,97,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,510-620-3461,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA3110044,TAHOE CITY PUD - ALPINE PEAKS,DISTRICT 02 - LASSEN,PLACER,97,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,TONY LALIOTIS,TLALIOTIS@TCPUD.ORG,530-580-6053,NA,NA,NA,NA,NA,Tony Laliotis,tlaliotis@tcpud.org,(530) 580-6053
CA4700531,TENNANT C.S.D.,DISTRICT 01 - KLAMATH,SISKIYOU,97,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,Tony Duhon,louisduhon@cot.net,530-398-4606,NA,NA,NA,NA,NA,Tony Duhon,louisduhon@cot.net,530 398-4606
CA2010012,CAL AM - RAYMOND,DISTRICT 11 - MERCED,MADERA,96,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAMES FOSTER,jim.foster@amwater.com,559-683-4322,NA,CA3410010,NA,NA,NA,NA,NA,NA
CA2800530,MEYERS WATER CO.,LPA58 - NAPA COUNTY,"NAPA",96,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAY GARDNER,jay@adventurecat.com,707-974-3803,NA,NA,NA,NA,NA,Juell Fullner,meyerswater@gmail.com,(707) 254-9547
CA1300550,COUNTRY LIFE MH & RV PARK,LPA43 - IMPERIAL COUNTY,IMPERIAL,157,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,HECTOR MUNOZ,hmunoz@ecpw.org,760-353-1040EXT. 00000,NA,NA,NA,NA,NA,NA,NA,NA
CA3700922,LIVE OAK SPRINGS WATER SYSTEM,LPA67 - SAN DIEGO COUNTY,SAN DIEGO,94,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,6820.12,"KYEHEE ""KAY"" KIM",kyehee.kim@sdcounty.ca.gov,858-694-3921,NA,NA,NA,NA,NA,Arlene Basilio,arlene.basilio@sdcounty.ca.gov,619-609-3262
CA2701364,PEDRAZZI MWC,LPA57 - MONTEREY COUNTY,MONTEREY,96,Non-DAC,Y,Y,Yes,Yes,NA,NA,NA,3,10/8/2021,NA,NA,VICTOR LURZ,vlurz@aol.com,831-809-0748,NA,NA,NA,NA,NA,Russell Hatch,mcsiwatermanager@gmail.com,831-659-5360
CA4300575,TWIN VALLEY INC,DISTRICT 17 - SANTA CLARA,SANTA CLARA,96,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,20830.16,MARLENE DEMERY,marlene@demeryandassoc.com,707-479-8880,NA,NA,NA,NA,Y,Miles Farmer,milescfarmer@yahoo.com,(831) 920-6796
CA4900508,"CAZADERO WATER COMPANY, INC. (PUC)",DISTRICT 18 - SONOMA,SONOMA,157,NA,N,N,Yes,Yes,NA,NA,NA,2,10/8/2021,NA,NA,JIM BERRY,jim@cazaderowaterco.com,707-632-5225,NA,NA,NA,NA,NA,NA,NA,NA
CA1910099,PARADISE RANCH MHP,DISTRICT 15 - METROPOLITAN,LOS ANGELES,95,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,BO ZARNEGIN,mig@holdings.la,310-859-0860,NA,NA,NA,NA,NA,Robert Cole,paradise.ranch@att.net,661-257-2728
CA5610068,CLOVERDALE MUTUAL WATER CO.,DISTRICT 06 - SANTA BARBARA,VENTURA,150,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,ROBERT ERANIO,reranio@hotmail.com,805-482-2001,NA,NA,NA,NA,NA,NA,NA,NA
CA3301529,RAMONA WATER COMPANY,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,95,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOUIS DEMARTINO,louis@louisdemartino.com,951-970-7809,NA,NA,NA,NA,NA,Louis DeMarrtino,louis@louisdemartino.com,NA
CA3600158,LYTLE SPRINGS WC,LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,95,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,ALLAN MONTELEONE,allanm@burlingameindustries.com,909-887-7070,NA,NA,NA,NA,NA,Allan Monteleone,allanm@burlingameindustries.com,909-887-7070
